Year,Active,Client ID,First Name,Last Name,Gender,Date of Birth,City,Indigenous,PWD,Vet,Emergency Sheltered,Bus Pass,Clothing Supplement,Pet Deposit,PSSG,Status,Deceased
2006,Y,55741649,Riley,Torres,Female,09-Jun-53,Courtenay,Y,N,N,N,N,N,N,N,,
2001,Y,24252595,John,Fortin,Male,08-Jan-56,Prince Rupert,Y,N,N,Y,Y,N,Y,N,,
2013,Y,84846812,James,Lefebvre,Male,26-Jul-52,Terrace,Y,N,N,N,N,N,N,N,,
2006,Y,21347784,Elizabeth,Jordan,Female,14-Aug-57,Terrace,Y,N,N,Y,N,N,Y,N,,
2003,Y,43936245,Grace,Nguyen,Female,17-Feb-99,Prince Rupert,Y,N,N,N,N,N,N,N,,
2009,Y,59932413,Audrey,White,Female,05-Mar-74,Vancouver,N,N,N,Y,N,N,Y,N,,
2021,Y,65305774,Audrey,Beaaudry,Female,02-Dec-99,New Westminster,Y,N,N,N,N,N,N,N,,
2021,Y,32230997,Savannah,Austin,Female,29-May-59,Campbell River,Y,N,N,N,N,N,N,N,,
2000,Y,40969681,Oliver,Parquis,Male,16-Apr-73,Nelson,N,N,N,N,N,N,N,N,,
2007,Y,21945623,Lucy,Scott,Female,03-May-73,Fernie,Y,N,N,N,N,N,N,N,,
2020,Y,78346927,Michael,Foster,Male,04-Nov-93,Delta,N,N,N,N,N,N,N,N,,
2020,Y,95212077,Jacob,Long,Male,25-Sep-65,Merritt,N,N,N,N,N,N,N,N,,
2004,Y,59800828,Maria,Born,Female,02-Apr-76,Prince George,N,N,N,Y,N,N,Y,N,,
2006,Y,37170425,Michael,Wimmons,Male,05-Jun-88,Kimberley,N,N,N,Y,N,N,N,N,,
2016,N,70325731,Leah,Longpoint,Female,11-Oct-78,Merritt,Y,N,N,N,N,N,N,Y,,
2005,N,93474512,Sarah,Coleman,Female,17-Jun-92,Langford,N,N,N,N,N,N,N,N,,
2014,Y,64694644,Lucy,Cook,Female,08-Jan-57,Delta,N,N,N,N,N,N,N,N,,
2004,Y,23308003,Oliver,Nicholas,Male,15-Apr-04,Prince George,Y,N,Y,N,N,N,N,N,,
2016,Y,20871126,David,Phillips,Male,01-Apr-57,Langley,Y,N,N,N,N,N,N,N,,
2000,Y,70348261,Raelynn,Born,Female,16-Dec-51,Pitt Meadows,N,N,N,Y,N,N,Y,N,,
2003,Y,40784072,Leo,Atkins,Male,18-Jul-00,Mission,Y,N,N,N,N,N,N,N,,
2006,Y,78049763,Allison,Lopez,Female,11-Mar-89,Armstrong,Y,N,N,N,N,N,N,N,,
2022,Y,15507957,Owen,Foster,Male,02-Aug-55,Kamloops,N,N,N,N,N,N,N,N,,
2002,Y,93988625,Aubrey,Gauthier,Female,26-Feb-85,Vernon,N,N,N,Y,N,N,Y,N,,
2011,Y,56519469,Ben,Jones,Male,29-Feb-68,Coquitlam,N,N,N,Y,N,N,N,N,,
2017,Y,51207168,Tom,Lentz,Male,18-Dec-69,Nanaimo,N,N,N,N,N,N,N,N,,
2008,Y,76889690,Alice,Chen,Female,06-Sep-75,Maple Ridge,Y,N,N,Y,N,N,Y,N,,
2006,Y,77246399,Hannah,Blondin,Female,26-Aug-67,Colwood,N,N,N,Y,N,N,Y,N,,
2002,Y,76033085,Josephine,Fathi,Female,30-Dec-86,Victoria,Y,N,N,Y,N,N,N,N,,
2016,Y,69668302,James,Alary,Male,08-Jul-56,Enderby,N,N,N,Y,N,N,Y,N,,
2013,Y,84708134,Hudson,Primeau,Male,31-Jul-68,Langford,N,N,N,Y,N,N,Y,N,,
2006,Y,99856137,Rose,Long,Female,29-Jul-99,Courtenay,Y,N,N,N,N,N,N,N,,
2022,Y,27152214,Gabe,Moore,Male,18-Mar-66,Revelstoke,N,N,N,N,N,N,N,N,,
2007,Y,62879201,David,Hickins,Male,25-Oct-72,West Kelowna,Y,N,N,Y,N,N,Y,N,,
2021,Y,49236216,Emma,Cook,Female,02-Sep-80,Victoria,Y,N,N,Y,N,N,Y,N,,
2018,Y,48622292,William,Nicholas,Male,11-Sep-57,Kelowna,N,N,N,N,N,N,N,N,,
2016,Y,52719977,Elizabeth,Lavoie,Female,13-Jan-03,Victoria,N,N,N,N,N,N,N,N,,
2011,Y,69233208,Aiden,Gonzalez,Male,19-Jul-52,Fort St. John,Y,N,N,N,Y,N,N,N,,
2012,Y,97799483,Lucy,Brasseur,Female,14-May-49,Fernie,Y,N,N,N,N,N,N,N,,
2013,Y,33971361,Charles,Murphy,Male,05-Oct-94,Greenwood,N,N,N,Y,N,N,Y,N,,
2010,N,92764215,Ryan,Collins,Male,05-Apr-79,Duncan,Y,N,Y,N,N,N,N,Y,,
2005,Y,70349880,Scarlett,Foster,Female,04-Jan-64,Quesnel,Y,N,N,Y,N,N,Y,N,,
2005,Y,81974285,Hazel,Beaaudry,Female,28-Jan-86,Fernie,N,N,N,Y,N,N,Y,N,,
2005,Y,33409836,Rebecca,Cook,Female,07-Nov-71,West Kelowna,Y,N,N,Y,N,N,Y,N,,
2017,N,95594373,John,Born,Male,28-Jul-75,Colwood,Y,N,N,N,N,N,N,Y,,
2022,Y,27891767,Dan,Kennedy,Male,19-Nov-92,Port Alberni,Y,N,N,Y,N,N,N,N,,
2003,Y,27538296,Gabe,Baker,Male,01-Dec-96,Fort St. John,N,N,N,N,N,N,N,N,,
2021,Y,64004231,Avery,Cloutier,Female,09-Jan-89,North Vancouver,Y,N,N,Y,N,N,N,N,,
2018,N,60390630,Oliver,Flanders,Male,11-Jun-72,New Westminster,Y,N,N,N,N,N,N,Y,,
2012,Y,42003519,Hudson,Dari,Male,20-Nov-86,Port Coquitlam,Y,N,N,N,N,N,N,N,,
2003,N,68632839,Joe,Anglin,Male,13-Apr-56,Cranbrook,Y,N,N,N,N,N,N,Y,,
2006,Y,29214870,Noah,Howard,Male,01-Feb-63,West Kelowna,Y,N,Y,Y,Y,N,N,N,,
2006,Y,84177003,Scarlett,Zacher,Female,01-Aug-85,Penticton,N,N,N,Y,N,N,Y,N,,
2018,Y,51316536,Charles,Clark,Male,07-Oct-75,Vancouver,N,N,N,N,N,N,N,N,,
2012,Y,80972957,Dan,Johnson,Male,12-Aug-92,Terrace,N,N,N,N,N,N,N,N,,
2014,Y,72110632,Kaitlyn,Boucher,Female,21-Dec-04,Delta,Y,N,N,Y,N,N,Y,N,,
2011,Y,45683445,Alice,Obediah,Female,04-Nov-00,Fort St. John,Y,N,N,Y,N,N,Y,N,,
2000,Y,77136224,Elizabeth,Wen,Female,26-Sep-93,Vernon,N,N,N,Y,N,N,N,N,,
2017,Y,36634519,Madelyn,McCloud,Female,18-Sep-73,New Westminster,N,N,N,Y,N,N,Y,N,,
2017,Y,25725601,Leo,Siermachesky,Male,30-Aug-56,Cranbrook,N,N,N,N,N,N,N,N,,
2012,Y,39233427,Ethan,Fathi,Male,01-Jun-96,Quesnel,N,N,N,N,N,N,N,N,,
2012,Y,39159666,Wyatt,Bertrand,Male,22-Jun-69,Vancouver,Y,N,N,N,N,N,N,N,,
2000,Y,20114029,Asher,Robinson,Male,30-Dec-90,Langley,N,N,N,Y,N,N,Y,N,,
2016,Y,87147358,Jack,Patterson,Male,29-Apr-65,Vancouver,N,N,N,N,N,N,N,N,,
2002,Y,53304324,Zoe,Herron,Female,01-Sep-54,Williams Lake,Y,N,N,Y,N,N,Y,N,,
2004,Y,75085010,Sophia,Baker,Female,06-Oct-96,Williams Lake,Y,N,N,Y,N,N,Y,N,,
2001,Y,75635977,Scarlett,Chow,Female,02-Jun-78,Kamloops,Y,N,N,Y,N,N,Y,N,,
2017,Y,75392172,Elijah,Meyers,Male,06-Aug-57,Kelowna,N,N,N,Y,Y,N,N,N,,
2019,Y,82730457,Maria,Howard,Female,12-Feb-89,Kamloops,N,N,N,N,N,N,N,N,,
2014,N,96137734,Sarah,Desjardins,Female,22-May-02,Greenwood,N,N,N,N,N,N,N,N,Waitlisted,
2021,Y,33774970,Jack,Kelly,Male,03-Feb-00,Revelstoke,Y,N,N,Y,N,N,Y,N,,
2022,Y,96449978,Amelia,Thompson,Female,28-Aug-83,Kimberley,Y,N,N,Y,N,N,N,N,,
2012,Y,43462923,Jack,Ward,Male,21-Dec-05,Kelowna,N,N,N,Y,N,N,N,N,,
2021,Y,79212734,Josephine,Price,Female,04-Sep-01,Colwood,N,N,Y,N,N,N,N,N,,
2002,Y,77509239,Savannah,Berger,Female,07-Apr-65,Armstrong,N,N,Y,Y,N,N,Y,N,,
2011,Y,94096697,Savannah,Alary,Female,30-Jun-96,Chilliwack,N,N,N,N,N,N,N,N,,
2012,Y,35561793,William,Chechock,Male,25-Dec-05,Duncan,Y,N,N,N,N,N,N,N,,
2010,Y,57698416,Tom,Antoine,Male,23-Apr-60,Langley,N,N,N,N,N,N,N,N,,
2004,Y,15612152,Emma,Russell,Female,10-Nov-70,Rossland,N,N,N,N,N,N,N,N,,
2022,Y,70651989,Leah,Sun,Female,18-Aug-90,Trail,N,N,N,Y,N,N,N,N,,
2021,Y,19883314,Stella,Martin,Female,06-Mar-51,Duncan,N,N,N,Y,N,N,Y,N,,
2000,Y,28321794,Asher,Wessels,Male,05-Jan-93,Port Alberni,Y,N,N,Y,N,N,N,N,,
2008,Y,71516274,Judy,Reid,Female,17-Jan-73,Kelowna,N,N,N,Y,N,N,Y,N,,
2001,Y,25997402,Emily,Claus,Female,27-Sep-86,Coquitlam,Y,N,N,Y,N,N,Y,N,,
2010,Y,49273173,Gabe,Lopez,Male,23-Dec-52,Greenwood,Y,N,N,Y,Y,N,N,N,,
2017,N,54451406,Oliver,Ganot,Male,29-Nov-04,Quesnel,N,N,N,N,N,N,N,Y,,
2011,Y,75251276,Kaitlyn,Jepp,Female,08-Jun-70,Kamloops,Y,N,N,Y,N,N,N,N,,
2006,Y,38085083,Ryan,Robinson,Male,20-Apr-79,Cranbrook,Y,N,N,Y,N,N,N,N,,
2004,Y,62480740,Cam,Lee,Male,17-Feb-70,Courtenay,N,N,N,N,N,N,N,N,,
2017,Y,26510815,Leah,Powell,Female,12-Jun-74,New Westminster,N,N,N,Y,N,N,Y,N,,
2003,Y,18524436,Abigail,Fathi,Female,22-Dec-71,Colwood,Y,N,N,N,N,N,N,N,,
2002,Y,87326966,Savannah,Lowe,Female,02-Dec-84,Kelowna,Y,N,N,Y,N,N,Y,N,,
2022,Y,37133047,Jade,Fathi,Female,29-Jan-05,Trail,Y,N,N,Y,N,N,Y,N,,
2022,Y,19983024,Gabe,Allen,Male,24-Aug-98,North Vancouver,Y,N,N,N,N,N,N,N,,
2014,Y,11616700,Cam,Lefebvre,Male,13-Sep-00,Merritt,Y,N,N,N,N,N,N,N,,
2018,Y,54238259,Grace,Colwell,Female,07-Aug-78,Terrace,Y,N,N,Y,N,N,Y,N,,
2004,Y,79780267,Hudson,Ferguson,Male,19-Aug-90,Quesnel,Y,N,Y,Y,N,N,Y,N,,
2018,N,23910533,David,Wright,Male,19-Jan-85,Kelowna,N,N,N,N,N,N,N,Y,,
2007,Y,58526427,Naomi,Lakhani,Female,24-Jul-81,Surrey,Y,N,N,Y,N,N,N,N,,
2009,Y,55299373,Sadie,Kelly,Female,08-Apr-81,Port Moody,N,N,N,Y,N,N,Y,N,,
2003,Y,96975076,Nora,Hennigar,Female,03-Aug-86,Burnaby,Y,N,N,Y,N,N,N,N,,
2009,N,26649610,Naomi,Russell,Female,25-Nov-66,Vernon,Y,N,N,N,N,N,N,N,,
2014,Y,95873689,Nolan,Bertrand,Male,16-Oct-69,Powell River,Y,N,N,N,N,N,N,N,,
2000,Y,49607090,Nora,Hughes,Female,08-Aug-80,Mission,Y,N,N,Y,N,N,Y,N,,
2000,Y,60997040,Gabe,Sun,Male,15-Mar-68,Kimberley,Y,N,N,Y,N,N,Y,N,,
2008,Y,79003612,Isabell,Hughes,Female,05-Nov-86,Terrace,Y,N,N,Y,N,N,Y,N,,
2001,Y,75708085,Theo,Jepp,Male,17-Jun-83,Greenwood,Y,N,N,Y,N,N,Y,N,,
2017,Y,69219712,Amelia,Dallas,Female,28-Sep-86,Chilliwack,N,N,Y,Y,N,N,N,N,,
2006,Y,78498014,Michael,Bailey,Male,06-Sep-63,Powell River,N,N,N,Y,Y,N,Y,N,,
2022,Y,55639240,Lincoln,Hill,Male,06-Nov-02,Fort St. John,N,N,Y,Y,N,N,Y,N,,
2001,Y,26438839,Joe,Dallas,Male,29-Jun-60,Delta,Y,N,N,Y,N,N,N,N,,
2003,Y,79194274,Henry,Ford,Male,20-Nov-91,Duncan,Y,N,N,Y,N,N,Y,N,,
2005,N,15233334,Abigail,Sanchez,Female,02-Dec-61,Salmon Arm,Y,N,N,N,N,N,N,N,,
2020,Y,42141444,Henry,Hunter,Male,31-Mar-62,Prince Rupert,Y,N,N,N,N,N,N,N,,
2006,Y,56397967,Raelynn,Bell,Female,29-Mar-61,Langley,Y,N,N,Y,Y,N,N,N,,
2011,Y,98703746,Avery,Brasseur,Female,15-Dec-60,Armstrong,N,N,N,Y,N,N,Y,N,,
2006,Y,88804519,Sarah,Blanchard,Female,22-Mar-98,Courtenay,Y,N,N,Y,N,N,Y,N,,
2009,Y,85664670,Lincoln,Gagne,Male,16-Feb-65,Colwood,N,N,N,N,N,N,N,N,,
2012,Y,79140033,Leo,Mitchell,Male,17-Jan-05,Langford,Y,N,N,N,N,N,N,N,,
2017,Y,70582930,Aubrey,Lopez,Female,06-Jul-92,Grand Forks,Y,N,N,Y,N,N,Y,N,,
2020,Y,32313166,Avery,Bonnevill,Female,16-Nov-56,Salmon Arm,N,N,N,Y,Y,N,Y,N,,
2004,Y,39113127,Layla,McNeill,Female,26-Nov-49,Castlegar,N,N,N,Y,N,N,N,N,,
2008,Y,16202667,David,Decker,Male,01-Nov-99,Abbotsford,Y,N,N,Y,N,N,N,N,,
2018,Y,16408152,Aubrey,Lapointe,Female,31-Dec-85,Port Coquitlam,N,N,N,N,N,N,N,N,,
2011,Y,51590237,Samantha,Grant,Female,08-Mar-89,Cranbrook,N,N,N,Y,N,N,N,N,,
2019,Y,47710059,Logan,Lakhani,Male,17-May-96,New Westminster,Y,N,Y,N,N,N,N,N,,
2007,Y,20191610,John,Green,Male,06-May-77,New Westminster,Y,N,N,Y,N,N,N,N,,
2018,Y,96124084,Jade,Desjardins,Female,10-Jun-77,Courtenay,N,N,Y,Y,N,N,Y,N,,
2008,Y,11426418,Hudson,Lewis,Male,01-Feb-78,Powell River,N,N,N,Y,N,N,N,N,,
2003,Y,30055533,Leo,Allen,Male,02-Jul-87,Greenwood,N,N,N,Y,N,N,N,N,,
2006,Y,73939239,Henry,Simmons,Male,18-Nov-82,Colwood,Y,N,N,Y,N,N,N,N,,
2018,Y,20966331,William,Wilson,Male,04-Sep-77,Cranbrook,Y,N,N,Y,N,N,N,N,,
2018,Y,18256059,Amelia,Perez,Female,05-Apr-05,Fernie,Y,N,N,Y,N,N,Y,N,,
2014,Y,44219409,Lincoln,Grant,Male,08-Sep-75,Pitt Meadows,Y,N,N,Y,N,N,N,N,,
2016,Y,68016119,Jack,Danford,Male,04-May-55,Langford,N,N,N,Y,N,N,Y,N,,
2019,Y,99435217,Hailey,Hennigar,Female,05-Apr-61,Armstrong,Y,N,N,Y,N,N,Y,N,,
2014,Y,33649281,Ian,Levesque,Male,13-Apr-81,Victoria,Y,N,N,Y,N,N,Y,N,,
2016,Y,61221039,Allison,Fortin,Female,08-Jan-00,Surrey,Y,N,N,Y,N,N,Y,N,,
2009,Y,11800785,Sadie,Bellefeuille,Female,29-Mar-83,Colwood,N,N,N,N,N,N,N,N,,
2004,Y,36527430,Hannah,Siermachesky,Female,29-Nov-88,Grand Forks,N,N,N,N,N,N,N,N,,
2019,Y,40223367,Asher,Martin,Male,06-Aug-61,Fernie,N,N,N,Y,N,N,Y,N,,
2009,Y,56397603,Madelyn,Roy,Female,23-Aug-81,Colwood,Y,N,N,N,N,N,N,N,,
2018,Y,61045452,Victoria,Nguyen,Female,21-Aug-59,Salmon Arm,Y,N,N,N,N,N,N,N,,
2006,Y,80245920,Allison,Nguyen,Female,21-Sep-79,Port Alberni,Y,N,N,N,N,N,N,N,,
2019,Y,71231669,Asher,Patton,Male,23-Oct-81,Fort St. John,Y,N,N,Y,N,N,N,N,,
2001,Y,66999473,Clara,Ford,Female,03-Jun-78,Trail,Y,N,N,N,N,N,N,N,,
2004,Y,28900990,Oliver,Forland,Male,20-Dec-98,Campbell River,Y,N,N,Y,N,N,Y,N,,
2009,N,60547838,Autumn,Pelletierr,Female,13-Jan-00,Williams Lake,Y,N,N,N,N,N,N,Y,,
2009,Y,42604264,Abigail,Claus,Female,31-Aug-49,Mission,Y,N,N,Y,N,N,Y,N,,
2020,Y,45322749,Leo,Ross,Male,19-Nov-55,Langley,Y,N,N,N,N,N,N,N,,
2017,Y,42355293,Luke,Born,Male,02-May-04,Grand Forks,Y,N,N,N,N,N,N,N,,
2009,Y,77039780,Asher,Harris,Male,02-Jun-05,Revelstoke,N,N,N,N,N,N,N,N,,
2021,Y,42294305,Sarah,Bergeron,Female,25-Sep-77,Chilliwack,Y,N,N,N,N,N,N,N,,
2018,Y,44365755,Rose,Kennedy,Female,13-Aug-69,Fernie,Y,N,N,Y,N,N,Y,N,,
2010,Y,55404730,Leah,Hodgins,Female,02-Nov-74,Dawson Creek,Y,N,N,N,N,N,N,N,,
2005,Y,37437970,Brooklyn,Dari,Female,08-Oct-65,Abbotsford,Y,N,N,N,N,N,N,N,,
2008,Y,79849516,Jade,Morrison,Female,21-Jan-72,Langford,N,N,Y,Y,N,N,Y,N,,
2020,Y,87265408,Isabell,Gauthier,Female,16-Sep-52,Greenwood,Y,N,N,Y,N,N,Y,N,,
2002,N,62017825,Owen,Jackson,Male,03-Feb-54,Terrace,N,N,N,N,N,N,N,Y,,
2022,Y,44919778,William,Dallas,Male,03-Jun-83,Castlegar,N,N,N,N,N,N,N,N,,
2002,Y,34963182,Elijah,Morin,Male,29-Sep-93,Duncan,N,N,N,Y,N,N,Y,N,,
2004,Y,90437671,Charles,Graay,Male,23-Nov-00,Abbotsford,N,N,N,Y,N,N,N,N,,
2012,Y,33099230,Autumn,Cox,Female,02-Aug-70,New Westminster,N,N,N,N,N,N,N,N,,
2018,Y,37913362,Sadie,Dari,Female,09-Oct-87,Trail,Y,N,N,N,N,N,N,N,,
2004,Y,38769541,Clara,Amyot,Female,17-Mar-69,West Kelowna,Y,N,N,Y,N,N,Y,N,,
2006,Y,37047992,Savannah,Alexander,Female,04-Oct-88,Vernon,Y,N,N,N,N,N,N,N,,
2007,Y,39227127,Sam,Russell,Male,14-Jun-90,Castlegar,N,N,N,N,N,N,N,N,,
2003,Y,66433288,William,Howard,Male,06-Mar-95,Mission,N,N,N,N,N,N,N,N,,
2019,Y,37074009,Claire,Price,Female,08-Jan-56,Merritt,Y,N,N,N,N,N,N,N,,
2001,Y,48164870,Adrian,Reid,Male,26-Aug-05,White Rock,N,N,N,Y,N,N,Y,N,,
2015,Y,43973127,David,Bouchard,Male,25-Feb-75,Richmond,N,N,N,Y,N,N,N,N,,
2000,Y,14376856,Ian,Bell,Male,19-Mar-90,Castlegar,Y,N,N,Y,N,N,Y,N,,
2000,Y,90262385,Leo,Allen,Male,14-Mar-03,Langford,Y,N,Y,Y,N,N,N,N,,
2005,Y,31884618,Stella,Shakya,Female,19-Nov-99,Colwood,N,N,N,N,N,N,N,N,,
2022,Y,24825004,Kaitlyn,Robinson,Female,31-Aug-61,Pitt Meadows,N,N,N,N,N,N,N,N,,
2003,Y,63056273,Tom,Herron,Male,06-Apr-93,Grand Forks,Y,N,N,N,N,N,N,N,,
2008,Y,39798430,Raelynn,Fraser,Female,10-Apr-00,Campbell River,Y,N,N,Y,N,N,N,N,,
2000,Y,26887676,Nora,Benedict,Female,09-Jun-89,Fort St. John,N,N,Y,N,N,N,N,N,,
2018,Y,22310558,Avery,Morin,Female,02-Mar-76,Mission,N,N,N,N,N,N,N,N,,
2012,N,37474307,Rebecca,Lentz,Female,23-Oct-60,Kelowna,N,N,N,N,Y,N,N,Y,,
2016,Y,27850990,Joe,Morris,Male,13-Jun-69,Maple Ridge,Y,N,N,N,N,N,N,N,,
2001,Y,20563721,Henry,Hill,Male,23-Mar-86,Port Moody,Y,N,N,N,N,N,N,N,,
2004,Y,84667110,Rose,Mayer,Female,15-Jul-76,Rossland,N,N,N,N,N,N,N,N,,
2022,Y,35948039,Avery,Martin,Female,01-Aug-59,Enderby,Y,N,N,Y,N,N,N,N,,
2008,N,21867584,Wyatt,Price,Male,15-May-79,Richmond,Y,N,N,N,N,N,N,N,Waitlisted,
2007,Y,44396196,Madelyn,Mayer,Female,17-Jan-80,Langford,N,N,N,Y,N,N,Y,N,,
2009,Y,36815114,Aubrey,Gonzalez,Female,30-Aug-59,Coquitlam,Y,N,N,Y,N,N,N,N,,
2020,Y,12734905,Emilia,Flanders,Female,21-Jan-53,Revelstoke,N,N,N,N,N,N,N,N,,
2021,Y,16528008,Emilia,Ross,Female,10-Jun-64,Powell River,N,N,N,Y,N,N,Y,N,,
2007,Y,53270870,Tom,Parkhurst,Male,08-Feb-82,Parksville,N,N,N,Y,N,N,Y,N,,
2009,Y,86442935,Grace,Martin,Female,03-Sep-00,Nelson,N,N,N,N,N,N,N,N,,
2016,Y,99240645,Leo,MacDonald,Male,08-Apr-52,Powell River,N,N,N,N,N,N,N,N,,
2010,Y,76769391,Matt,Gagne,Male,16-Jun-59,Port Coquitlam,Y,N,N,Y,N,N,N,N,,
2012,Y,77286989,Henry,Jordan,Male,26-Aug-58,Port Alberni,Y,N,N,Y,N,N,Y,N,,
2006,Y,83408860,James,Sukkel,Male,29-Sep-94,Campbell River,N,N,N,N,N,N,N,N,,
2012,N,20011055,David,Atkins,Male,29-May-52,Campbell River,Y,N,N,N,N,N,N,Y,,
2003,Y,47264029,Ryan,Basque,Male,07-Jun-73,Cranbrook,Y,N,N,Y,N,N,Y,N,,
2021,Y,52228907,Charles,Herron,Male,09-Jul-72,West Kelowna,Y,N,N,Y,N,N,Y,N,,
2016,N,62974711,Julian,Siermachesky,Male,08-Feb-92,Mission,Y,N,Y,N,N,N,N,Y,,
2018,Y,14828331,Jade,Flanders,Female,07-Feb-57,Kelowna,N,N,N,Y,N,N,Y,N,,
2009,Y,49842027,Leo,Jordan,Male,11-Jun-87,Nelson,Y,N,N,N,N,N,N,N,,
2003,Y,28438714,Addison,Nelson,Female,04-Oct-80,Port Moody,N,N,N,Y,N,N,Y,N,,
2006,Y,15307475,Elizabeth,Sahdev,Female,27-Jan-51,Rossland,Y,N,N,N,N,N,N,N,,
2015,Y,42507813,Ian,Ferguson,Male,28-Jan-53,Courtenay,N,N,N,Y,Y,N,Y,N,,
2014,Y,41404861,Dylan,Chechock,Male,20-Apr-88,Revelstoke,Y,N,Y,N,N,N,N,N,,
2022,N,48973105,Raelynn,Meadows,Female,18-Aug-80,Quesnel,N,N,N,N,N,N,N,N,Waitlisted,
2012,Y,64515584,Nora,Howard,Female,24-Nov-86,Chilliwack,Y,N,N,N,N,N,N,N,,
2004,N,23155765,Leo,Wilson,Male,25-Nov-67,Penticton,N,N,N,N,N,N,N,N,,
2008,Y,90531229,Wyatt,Brasseur,Male,22-Oct-00,West Kelowna,Y,N,N,Y,N,N,Y,N,,
2013,Y,72682714,Sophie,Fitzpatrick,Female,16-Sep-95,Courtenay,N,N,N,N,N,N,N,N,,
2000,Y,54129220,Ryan,Phillips,Male,12-Jan-84,Kelowna,Y,N,Y,Y,N,N,Y,N,,
2005,Y,99978926,Rebecca,Robinson,Female,14-Jan-65,Enderby,N,N,N,N,N,N,N,N,,
2001,Y,38110492,Chris,Gagnon,Male,24-Feb-03,Penticton,N,N,N,Y,N,N,Y,N,,
2013,Y,94367430,Jack,Halll,Male,02-Nov-56,Port Coquitlam,Y,N,N,Y,Y,N,N,N,,
2004,N,71461148,Leo,Brown,Male,12-Sep-90,Grand Forks,Y,N,N,N,N,N,N,Y,,
2015,Y,90106548,Aaron,Chechock,Male,03-Sep-55,Delta,Y,N,Y,Y,N,N,Y,N,,
2012,Y,60219065,Emilia,Austin,Female,23-Aug-51,Chilliwack,N,N,N,Y,N,N,Y,N,,
2018,Y,35108173,Asher,Wilson,Male,20-Jul-04,Chilliwack,N,N,N,N,N,N,N,N,,
2016,Y,68298347,James,Nelson,Male,01-Jan-58,Powell River,Y,N,N,Y,N,N,Y,N,,
2018,Y,24286246,Aubrey,Henderson,Female,11-Jan-05,Richmond,N,N,N,N,N,N,N,N,,
2017,Y,73826760,Lillian,Boucher,Female,23-Dec-78,Port Alberni,N,N,N,Y,N,N,Y,N,,
2022,Y,83778400,Joe,Carter,Male,24-Jan-50,Fernie,Y,N,N,N,N,N,N,N,,
2002,Y,36461015,James,Eaton,Male,03-Oct-49,Pitt Meadows,Y,N,N,N,N,N,N,N,,
2007,Y,75392089,Olivia,Zhang,Female,26-Feb-59,Prince Rupert,Y,N,N,Y,N,N,Y,N,,
2015,Y,68805803,Chris,Fraser,Male,04-Apr-69,Victoria,Y,N,N,N,N,N,N,N,,
2005,Y,94592040,Riley,Kelly,Female,17-Sep-89,Langley,N,N,Y,Y,N,N,Y,N,,
2001,Y,30471024,Rebecca,Walker,Female,18-Jun-77,Terrace,Y,N,N,N,N,N,N,N,,
2007,Y,75689135,Hudson,Nelson,Male,30-Jul-57,Revelstoke,Y,N,Y,Y,N,N,N,N,,
2020,N,31163574,Samantha,Grant,Female,26-Jan-67,Port Moody,N,N,N,N,N,N,N,Y,,
2020,Y,45638015,Cam,Parker,Male,29-Jun-53,Grand Forks,N,N,N,Y,N,N,Y,N,,
2017,Y,21817361,David,Wright,Male,30-Mar-65,Pitt Meadows,Y,N,N,Y,N,N,Y,N,,
2003,Y,88179654,Sam,Powell,Male,13-May-51,Armstrong,Y,N,N,Y,Y,N,Y,N,,
2013,Y,34047086,Elijah,Jordan,Male,05-May-64,Quesnel,N,N,N,N,N,N,N,N,,
2004,Y,21656465,Charlotte,Bertrand,Female,24-Feb-97,Coquitlam,N,N,N,Y,N,N,N,N,,
2020,Y,73330023,Brooklyn,Blondin,Female,10-Nov-69,Langford,Y,N,N,N,N,N,N,N,,
2019,Y,46079956,Hudson,Lefebvre,Male,25-Aug-01,Vernon,Y,N,N,Y,N,N,Y,N,,
2015,Y,81076038,Asher,Nastic,Male,06-Jun-61,Penticton,N,N,N,N,N,N,N,N,,
2009,Y,50192849,Alice,Cote,Female,29-Jun-96,Armstrong,Y,N,N,Y,N,N,N,N,,
2013,Y,76681066,William,Sahdev,Male,09-Apr-98,Vancouver,Y,N,N,Y,N,N,N,N,,
2015,Y,88795312,Victoria,Grant,Female,29-Apr-66,Terrace,N,N,N,Y,N,N,Y,N,,
2006,Y,93246315,Emma,Williams,Female,19-Jul-05,Terrace,N,N,N,Y,N,N,Y,N,,
2000,Y,90875445,Joe,Meyers,Male,08-Jun-55,Vancouver,N,N,N,N,N,N,N,N,,
2014,Y,41264946,Logan,Armstrong,Male,14-Jul-91,Kelowna,Y,N,Y,N,N,N,N,N,,
2014,Y,97408912,Evelyn,Brasseur,Female,22-May-82,Chilliwack,N,N,N,Y,N,N,Y,N,,
2019,Y,88760997,Amelia,Stewart,Female,12-Sep-93,Cranbrook,Y,N,N,Y,N,N,Y,N,,
2013,Y,39014882,Asher,Nelson,Male,12-Jul-63,Enderby,Y,N,N,N,Y,N,N,N,,
2008,N,18510780,Sophia,Brasseur,Female,02-Jul-98,Revelstoke,Y,N,N,N,N,N,N,N,,23-Feb-09
2017,Y,33075414,Adrian,Simmons,Male,25-May-83,Kamloops,N,N,N,N,N,N,N,N,,
2010,N,27764996,Zoe,Singh,Female,02-Jul-57,Fernie,N,N,N,N,Y,N,N,Y,,
